totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4151670653.549003,5464170665.736503,441062332.66552603,3204633.125,155339711.40889618,2024-02-04T00:33:55+00:00,,,
,,,,,2024-02-04T00:33:56+00:00,3204633.125,944083456.0,297702080.0
