totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3861966460.7154574,5436966471.340457,434845594.2136084,3198909.75,148447503.89918083,2023-11-05T11:33:56+00:00,,,
,,,,,2023-11-05T11:33:57+00:00,3198909.75,875734528.0,286055232.0
