totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4441878367.278318,5491878381.028318,571004231.7028903,3200621.0625,167853539.54207358,2024-04-29T11:33:54+00:00,,,
,,,,,2024-04-29T11:33:55+00:00,3200621.0625,970493952.0,306672128.0
