totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4053054959.1772504,5453054970.843917,435018561.1191746,3199839.25,143592793.0757629,2023-12-29T12:33:55+00:00,,,
,,,,,2023-12-29T12:33:56+00:00,3199839.25,931311616.0,294954880.0
