totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4732400852.642635,5519900867.955135,637997034.8020381,3206589.0625,184292003.18428352,2024-07-20T03:33:56+00:00,,,
,,,,,2024-07-20T03:33:57+00:00,3206589.0625,977559552.0,308569856.0
