totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4146308849.269071,5458808861.456571,434125164.425561,3199164.625,162751541.9489566,2024-01-17T12:33:55+00:00,,,
,,,,,2024-01-17T12:33:56+00:00,3199164.625,934356992.0,294995584.0
