totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3764039700.2594366,5426539710.363604,407979730.8086379,3267272.8125,143788268.55267835,2023-10-01T03:33:56+00:00,,,
,,,,,2023-10-01T03:33:57+00:00,3267272.8125,756456960.0,253200640.0
