totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3759830832.3956847,5422330842.499851,405778547.0402194,3258493.4375,145000931.64052662,2023-09-16T15:33:56+00:00,,,
,,,,,2023-09-16T15:33:57+00:00,3258493.4375,701488128.0,231496192.0
