totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4833408358.411885,5533408374.245218,658287617.859102,3212117.6875,176322889.49662694,2024-08-27T13:33:54+00:00,,,
,,,,,2024-08-27T13:33:55+00:00,3212117.6875,984042496.0,312737920.0
