totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3857230782.6077266,5432230793.232727,423317969.17105883,3208561.5625,145308097.28372183,2023-10-20T11:33:56+00:00,,,
,,,,,2023-10-20T11:33:57+00:00,3208561.5625,804124672.0,271217664.0
