totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4826894852.820222,5526894868.653555,661478530.4996932,3207795.8125,177746649.90999135,2024-08-08T23:33:54+00:00,,,
,,,,,2024-08-08T23:33:55+00:00,3207795.8125,979298816.0,309707776.0
