totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4050815092.7283173,5450815104.394984,427468397.23027915,3202041.625,147213210.98355904,2023-12-22T00:33:55+00:00,,,
,,,,,2023-12-22T00:33:56+00:00,3202041.625,926294528.0,292498944.0
