totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3764270164.5209575,5426770174.625124,408276730.8086379,3267217.8125,143706842.32144186,2023-10-01T22:33:57+00:00,,,
,,,,,2023-10-01T22:33:58+00:00,3267217.8125,757265920.0,253344448.0
