totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4049051359.488173,5449051371.1548395,425418158.607808,3199476.3125,143653810.29034868,2023-12-16T00:33:57+00:00,,,
,,,,,2023-12-16T00:33:58+00:00,3199476.3125,924855808.0,292401600.0
