totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4925809604.003389,5538309620.357556,664517783.1884441,3212839.0,181555677.5196305,2024-09-10T13:33:54+00:00,,,
,,,,,2024-09-10T13:33:55+00:00,3212839.0,984327168.0,312953152.0
