totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4052023166.811872,5452023178.4785385,434521595.6610778,3202980.0,145060741.3483015,2023-12-26T00:33:56+00:00,,,
,,,,,2023-12-26T00:33:57+00:00,3202980.0,927189504.0,292628800.0
