totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3957359981.289718,5444859992.435552,417210113.794504,3201162.9375,143600737.08611748,2023-12-01T22:33:55+00:00,,,
,,,,,2023-12-01T22:33:56+00:00,3201162.9375,896058368.0,290222912.0
