totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3759695935.4196806,5422195945.523848,405707173.4517859,3257535.0625,145328856.0573083,2023-09-15T23:33:56+00:00,,,
,,,,,2023-09-15T23:33:57+00:00,3257535.0625,639667712.0,226222144.0
