totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4729884356.859321,5517384372.171821,634435071.6183063,3206001.75,185238552.7610304,2024-07-12T23:33:56+00:00,,,
,,,,,2024-07-12T23:33:57+00:00,3206001.75,976986112.0,308149312.0
