totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4632900412.691201,5507900427.482868,622322313.6940056,3203666.125,179248035.79814664,2024-06-15T17:33:56+00:00,,,
,,,,,2024-06-15T17:33:57+00:00,3203666.125,973790720.0,306909184.0
