totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3761001927.998782,5423501938.102949,406624141.83448386,3279258.875,143700144.71372658,2023-09-20T16:33:55+00:00,,,
,,,,,2023-09-20T16:33:56+00:00,3279258.875,720734720.0,238306368.0
