totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4825669240.226033,5525669256.059367,655756954.0671198,3207745.3125,183449147.28725326,2024-08-05T12:33:56+00:00,,,
,,,,,2024-08-05T12:33:57+00:00,3207745.3125,978481152.0,309313856.0
