totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4345706033.000907,5483206046.230074,545172093.1332592,3198387.3125,159631260.802032,2024-04-03T05:33:55+00:00,,,
,,,,,2024-04-03T05:33:56+00:00,3198387.3125,967976960.0,306556608.0
