totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4342843697.184146,5480343710.413313,552232457.7462523,3198018.625,152550185.80930457,2024-03-25T11:33:55+00:00,,,
,,,,,2024-03-25T11:33:56+00:00,3198018.625,966732800.0,306530624.0
