totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4439679656.579531,5489679670.329531,563957144.3449866,3199287.75,166641016.17212284,2024-04-22T21:33:56+00:00,,,
,,,,,2024-04-22T21:33:57+00:00,3199287.75,970260480.0,306677440.0
