totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4829864919.797308,5529864935.630641,663262013.9261839,3209137.4375,178608260.78698447,2024-08-17T10:33:54+00:00,,,
,,,,,2024-08-17T10:33:54+00:00,3209137.4375,981122560.0,310137920.0
