totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4148264217.4592175,5460764229.646718,443576915.28949946,3197769.375,151598720.15718046,2024-01-23T21:33:56+00:00,,,
,,,,,2024-01-23T21:33:57+00:00,3197769.375,935434240.0,295049920.0
