totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4343254325.532827,5480754338.761993,557965966.3065572,3198088.5625,153967800.8212218,2024-03-26T17:33:54+00:00,,,
,,,,,2024-03-26T17:33:55+00:00,3198088.5625,966758400.0,306535040.0
