totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4638262931.909716,5513262946.701383,628021511.0613168,3205323.0625,177941225.29517457,2024-07-01T04:33:58+00:00,,,
,,,,,2024-07-01T04:33:59+00:00,3205323.0625,976171520.0,307959680.0
