totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4239839993.340738,5464840006.049071,443260515.7149625,3204718.8125,154238044.45712194,2024-02-06T04:33:57+00:00,,,
,,,,,2024-02-06T04:33:58+00:00,3204718.8125,944110080.0,297692992.0
