totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4150607678.63797,5463107690.82547,438903962.8097723,3204509.625,155367578.28237173,2024-01-31T13:33:55+00:00,,,
,,,,,2024-01-31T13:33:56+00:00,3204509.625,943760896.0,297660160.0
