totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4245005852.005056,5470005864.713389,464265893.1900175,3199585.9375,152703183.781859,2024-02-22T19:33:54+00:00,,,
,,,,,2024-02-22T19:33:55+00:00,3199585.9375,955402240.0,304840832.0
