totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3955027190.9216256,5442527202.067459,413526518.1176547,3200812.375,145707324.17948166,2023-11-24T02:33:55+00:00,,,
,,,,,2023-11-24T02:33:56+00:00,3200812.375,886518784.0,288721600.0
