totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4638698346.985757,5513698361.777424,627447864.5718131,3205359.0,178478707.92101225,2024-07-02T10:33:55+00:00,,,
,,,,,2024-07-02T10:33:56+00:00,3205359.0,976197120.0,307976320.0
