totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4826921365.177077,5526921381.01041,661488530.4996932,3207798.0625,177718387.82237193,2024-08-09T01:33:55+00:00,,,
,,,,,2024-08-09T01:33:56+00:00,3207798.0625,979298816.0,309708736.0
