totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3764920137.495557,5427420147.599724,408649448.5647843,3267368.125,141620118.8510058,2023-10-04T03:33:54+00:00,,,
,,,,,2023-10-04T03:33:55+00:00,3267368.125,757941760.0,253346944.0
