totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4730833198.866589,5518333214.179089,636704153.4024227,3206165.0625,183493727.03579187,2024-07-15T16:33:55+00:00,,,
,,,,,2024-07-15T16:33:56+00:00,3206165.0625,977155072.0,308217472.0
