totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3762476096.859838,5424976106.9640045,407921196.88989407,3277159.875,142277378.30103782,2023-09-25T17:33:55+00:00,,,
,,,,,2023-09-25T17:33:56+00:00,3277159.875,727153152.0,241918336.0
