totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3761425968.749585,5423925978.853752,395743127.791441,3279106.9375,154925973.42415392,2023-09-22T03:33:55+00:00,,,
,,,,,2023-09-22T03:33:56+00:00,3279106.9375,722695168.0,238816768.0
