totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4246342669.970835,5471342682.679169,557432952.0143822,3199594.8125,151140345.26546195,2024-02-26T23:33:55+00:00,,,
,,,,,2024-02-26T23:33:56+00:00,3199594.8125,956318208.0,305182016.0
