totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3858704900.707382,5433704911.332382,427687251.4696936,3204770.4375,145082622.15916505,2023-10-25T12:33:55+00:00,,,
,,,,,2023-10-25T12:33:56+00:00,3204770.4375,840769536.0,275823872.0
