totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4343429685.600053,5480929698.82922,549493156.6345352,3198113.4375,153759347.71075684,2024-03-27T06:33:55+00:00,,,
,,,,,2024-03-27T06:33:56+00:00,3198113.4375,967065600.0,306544640.0
