totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4543185016.103279,5505685030.374112,604243457.1838855,3203449.9375,174343288.96939018,2024-06-09T06:33:56+00:00,,,
,,,,,2024-06-09T06:33:57+00:00,3203449.9375,973713920.0,306873920.0
