totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3764945309.3110843,5427445319.415251,408653448.5647843,3267374.5625,141628751.3860826,2023-10-04T05:33:54+00:00,,,
,,,,,2023-10-04T05:33:55+00:00,3267374.5625,757941760.0,253347072.0
