totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4047271173.7889037,5447271185.45557,418693335.2586525,3202513.875,150499579.16184717,2023-12-09T23:33:56+00:00,,,
,,,,,2023-12-09T23:33:57+00:00,3202513.875,907704832.0,292214208.0
