totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4445123186.798522,5495123200.548522,575788126.8554506,3201639.0625,169921711.1977024,2024-05-09T04:33:56+00:00,,,
,,,,,2024-05-09T04:33:57+00:00,3201639.0625,971226112.0,306686272.0
