totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4733569991.276163,5521070006.588663,640705720.8796827,3206644.75,182249054.85250437,2024-07-23T11:33:55+00:00,,,
,,,,,2024-07-23T11:33:56+00:00,3206644.75,977585152.0,308564672.0
