totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4343089624.687215,5480589637.916382,556412071.6284655,3198055.8125,153305648.19540477,2024-03-26T05:33:56+00:00,,,
,,,,,2024-03-26T05:33:57+00:00,3198055.8125,966732800.0,306536512.0
