totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3856786132.926063,5431786143.551063,418712879.05297804,3208951.9375,146276766.40145776,2023-10-18T23:33:55+00:00,,,
,,,,,2023-10-18T23:33:56+00:00,3208951.9375,800761856.0,270533184.0
