totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4536250142.922422,5498750157.193255,586862093.6756855,3202281.3125,174429334.23502153,2024-05-19T22:33:56+00:00,,,
,,,,,2024-05-19T22:33:57+00:00,3202281.3125,972206592.0,306739712.0
