totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
3765043170.927446,5427543181.031612,408821098.68027216,3267396.8125,141459609.5984195,2023-10-04T13:33:55+00:00,,,
,,,,,2023-10-04T13:33:56+00:00,3267396.8125,757941760.0,253348352.0
