totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4146141898.48978,5458641910.677279,433920132.425561,3199178.6875,162595618.8624961,2024-01-16T23:33:57+00:00,,,
,,,,,2024-01-16T23:33:58+00:00,3199178.6875,933558272.0,294995264.0
