totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4836381971.037358,5536381986.870691,661948167.5154974,3212548.8125,176200915.68399927,2024-09-05T01:33:54+00:00,,,
,,,,,2024-09-05T01:33:55+00:00,3212548.8125,984327168.0,312905600.0
