totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4737355506.369816,5524855521.682316,651159421.4460924,3207220.3125,175004313.8056036,2024-08-03T05:33:55+00:00,,,
,,,,,2024-08-03T05:33:56+00:00,3207220.3125,977994752.0,308915840.0
