totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4826818931.856313,5526818947.689646,661390530.4996932,3207794.0625,177741616.0767821,2024-08-08T18:33:54+00:00,,,
,,,,,2024-08-08T18:33:55+00:00,3207794.0625,979298816.0,309705152.0
