totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4248103271.4515605,5473103284.159894,556836585.7983191,3199295.9375,159968602.2033465,2024-03-03T08:33:54+00:00,,,
,,,,,2024-03-03T08:33:55+00:00,3199295.9375,960652800.0,305884544.0
