totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4244969028.320683,5469969041.0290165,464293893.1900175,3199583.875,152775499.45231405,2024-02-22T16:33:55+00:00,,,
,,,,,2024-02-22T16:33:56+00:00,3199583.875,955095040.0,304851520.0
