totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4345394061.017339,5482894074.246506,545051422.7753577,3198330.625,159880866.03232214,2024-04-02T06:33:56+00:00,,,
,,,,,2024-04-02T06:33:57+00:00,3198330.625,967946240.0,306543616.0
