totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints
4728395721.65507,5515895736.96757,633080661.6276811,3205635.1875,185063972.2975928,2024-07-08T17:33:56+00:00,,,
,,,,,2024-07-08T17:33:57+00:00,3205635.1875,976709632.0,307975552.0
